Month,usg_apt,fg_apt,carrier,Total
4,BOS,AMS,KL,6832
4,BOS,AMS,DL,27837
4,BOS,AMS,B6,5712
4,BOS,ATH,DL,7816
4,BOS,AUA,DL,6480
4,BOS,AUA,B6,30192
4,BOS,AUH,EY,7623
4,BOS,BCN,IB,8702
4,BOS,BDA,B6,3865
4,BOS,BGI,B6,1190
4,BOS,BOG,AV,7596
4,BOS,CDG,AF,23407
4,BOS,CDG,DL,14138
4,BOS,CDG,B6,5455
4,BOS,CUN,DL,9777
4,BOS,CUN,AA,1247
4,BOS,CUN,B6,14741
4,BOS,CPH,SK,12466
4,BOS,DEL,AA,209
4,BOS,DOH,QR,15621
4,BOS,DUB,EI,25494
4,BOS,DUB,DL,9652
4,BOS,DUB,B6,5155
4,BOS,DXB,EK,13841
4,BOS,FCO,AZ,6645
4,BOS,FCO,DL,13321
4,BOS,FCO,AA,200
4,BOS,FRA,LH,13411
4,BOS,FRA,DE,5241
4,BOS,GCM,B6,938
4,BOS,GDN,IFQ,6
4,BOS,GND,B6,1042
4,BOS,GRU,JJ,6341
4,BOS,GVA,VJT,3
4,BOS,HKG,CX,13989
4,BOS,ICN,KE,13368
4,BOS,IST,TK,14458
4,BOS,KEF,FI,15443
4,BOS,KEF,24Q,10
4,BOS,KEF,OG,7427
4,BOS,LAP,VJT,1
4,BOS,LGW,B6,6486
4,BOS,LHR,BA,40454
4,BOS,LHR,VS,17656
4,BOS,LHR,DL,10141
4,BOS,LHR,AA,11425
4,BOS,LHR,B6,5760
4,BOS,LIR,B6,1052
4,BOS,LIS,TP,17180
4,BOS,LIS,DL,11190
4,BOS,MAD,IB,14935
4,BOS,MAD,UA,155
4,BOS,MAD,GEQ,7
4,BOS,MBJ,DL,3705
4,BOS,MBJ,B6,2251
4,BOS,MEX,AM,7944
4,BOS,MUC,LH,18339
4,BOS,NAS,DL,2807
4,BOS,NAS,B6,13384
4,BOS,NAS,GEQ,3
4,BOS,NRT,JL,8684
4,BOS,PDL,S4,8288
4,BOS,PLS,DL,876
4,BOS,PLS,AA,1300
4,BOS,PLS,B6,2091
4,BOS,POP,B6,979
4,BOS,PTY,CM,9182
4,BOS,PUJ,DL,6581
4,BOS,PUJ,B6,14242
4,BOS,SAL,TA,4652
4,BOS,SDQ,B6,16193
4,BOS,SNN,EI,7923
4,BOS,STI,B6,10583
4,BOS,SXM,B6,1180
4,BOS,TER,S4,1424
4,BOS,TLV,LY,4785
4,BOS,UVF,B6,1973
4,BOS,VCE,DL,90
4,BOS,YCM,04Q,12
4,BOS,YHZ,QK,3210
4,BOS,YOW,DL,57
4,BOS,YUL,AC,5037
4,BOS,YUL,QK,8836
4,BOS,YYZ,AC,2250
4,BOS,YYZ,QK,13721
4,BOS,YYZ,NLQ,139
4,BOS,YYZ,13Q,6
4,BOS,ZRH,LX,10404
4,BRO,CSL,GCA,32
4,BTR,YYZ,VJT,4
4,BUF,CUN,VB,376
4,BUF,YYZ,YX,58
4,BWI,AUA,WN,2293
4,BWI,BZE,WN,955
4,BWI,CUN,WN,18996
4,BWI,CUN,UA,177
4,BWI,CUN,NK,5836
4,BWI,GCM,WN,186
4,BWI,KEF,FI,6730
4,BWI,KEF,OG,5948
4,BWI,LHR,BA,10879
4,BWI,LIR,WN,2480
4,BWI,MBJ,WN,18317
4,BWI,MUC,36Q,4
4,BWI,NAS,WN,1161
4,BWI,PLS,WN,203
4,BWI,PTY,CM,4080
4,BWI,PUJ,WN,11921
4,BWI,SJD,WN,247
4,BWI,SJO,WN,2253
4,CAK,HND,VJT,3
4,CHS,AGP,VJT,6
4,CHS,BGI,AA,77
4,CHS,FAB,IFQ,3
4,CHS,SNN,VJT,2
4,CHS,YYZ,QK,3071
4,CLE,CUN,UA,2083
4,CLE,CUN,F9,7846
4,CLE,DUB,EI,4815
4,CLE,MBJ,F9,1547
4,CLE,PUJ,F9,3764
4,CLE,YYZ,QK,2249
4,CLE,YYZ,13Q,16
4,CLT,AGP,36Q,5
4,CLT,ANU,AA,1045
4,CLT,AUA,AA,16747
4,CLT,BDA,AA,5767
4,CLT,BGI,AA,7381
4,CLT,BZE,AA,5008
4,CLT,CUN,AA,49474
4,CLT,CUN,UA,171
4,CLT,CUR,AA,5225
4,CLT,CZM,AA,1063
4,CLT,DUB,AA,12716
4,CLT,ELH,OH,715
4,CLT,FCO,AA,13911
4,CLT,FPO,OH,485
4,CLT,FRA,AA,12993
4,CLT,GCM,AA,9968
4,CLT,GDL,Y4,2531
4,CLT,GGT,AA,946
4,CLT,GGT,OH,2491
4,CLT,GND,AA,931
4,CLT,LHR,AA,39903
4,CLT,LIR,AA,7748
4,CLT,MAD,AA,14533
4,CLT,MBJ,AA,28308
4,CLT,MEX,AA,8406
4,CLT,MHH,MQ,961
4,CLT,MUC,LH,12916
4,CLT,MUC,AA,11960
4,CLT,NAS,AA,16032
4,CLT,PLS,AA,15924
4,CLT,POP,AA,2305
4,CLT,PUJ,AA,32397
4,CLT,SJD,AA,1671
4,CLT,SJO,AA,7629
4,CLT,SKB,AA,1061
4,CLT,STN,AOQ,3
4,CLT,SXM,AA,6920
4,CLT,SXM,VJT,10
4,CLT,UVF,AA,8020
4,CLT,YUL,OH,8249
4,CLT,YYZ,QK,6077
4,CLT,YYZ,OH,16031
4,CLT,YYZ,SY,87
4,CLT,YYZ,27Q,3
4,CLT,TQO,AA,6661
4,CMH,CUN,WN,1174
4,CMH,CUN,VB,778
4,CMH,LIN,VJT,7
4,CMH,MTY,SY,94
4,CMH,YHU,SY,40
4,CMH,YUL,SY,40
4,CMH,YYZ,QK,3100
4,COS,CGN,SVW,6
4,CPR,FAB,AOQ,1
4,CPS,YWG,AC,45
4,CRW,MAD,GEQ,16
4,CVG,CDG,DL,5174
4,CVG,CUN,DL,282
4,CVG,CUN,G4,138
4,CVG,CUN,F9,2461
4,CVG,CUN,VB,1008
4,CVG,LHR,BA,7134
4,CVG,PUJ,G4,1278
4,CVG,YUL,SY,88
4,CVG,YYZ,QK,3142
4,DAL,MAD,VJT,3
4,DAL,MAD,36Q,2
4,DAL,SJD,VJT,2
4,DAL,SLU,13Q,10
4,DAL,SXM,VJT,4
4,DAL,YEG,AC,51
4,DAL,YOW,13Q,12
4,DAL,CSL,2JQ,752
4,DCA,BDA,AA,2619
4,DCA,NAS,AA,6330
4,DCA,YOW,QK,3090
4,DCA,YUL,QK,8183
4,DCA,YYZ,QK,12599
4,DCA,YYZ,OH,6459
4,DEN,BZE,WN,1216
4,DEN,BZE,UA,2167
4,DEN,BZE,VJT,3
4,DEN,CDG,AF,4037
4,DEN,CUN,WN,13074
4,DEN,CUN,UA,28503
4,DEN,CUN,F9,10402
4,DEN,CUU,Y4,2939
4,DEN,CZM,WN,194
4,DEN,CZM,UA,963
4,DEN,FRA,LH,13750
4,DEN,FRA,UA,13151
4,DEN,GCM,KX,840
4,DEN,GDL,Y4,7248
4,DEN,KEF,FI,6204
4,DEN,KEF,LH,235
4,DEN,LHR,BA,14668
4,DEN,LHR,UA,19057
4,DEN,LIR,WN,2282
4,DEN,LIR,UA,8665
4,DEN,LTN,15Q,1
4,DEN,MBJ,UA,882
4,DEN,MEX,AM,8071
4,DEN,MEX,Y4,5271
4,DEN,MTY,VB,1845
4,DEN,MUC,LH,13137
4,DEN,MUC,UA,11748
4,DEN,NAS,UA,933
4,DEN,NRT,UA,13233
4,DEN,PTY,CM,6762
4,DEN,PVR,WN,6794
4,DEN,PVR,UA,9091
4,DEN,PVR,F9,4411
4,DEN,SJD,WN,11098
4,DEN,SJD,UA,15821
4,DEN,SJO,WN,2431
4,DEN,SJO,UA,2166
4,DEN,YEG,AC,105
4,DEN,YEG,UA,15904
4,DEN,YUL,AC,5869
4,DEN,YUL,QK,541
4,DEN,YVR,AC,9576
4,DEN,YVR,UA,21116
4,DEN,YWG,AC,364
4,DEN,YYC,UA,18030
4,DEN,YYC,VJT,2
4,DEN,YYZ,AC,11027
4,DEN,YYZ,UA,14847
4,DEN,YYZ,QK,146
4,DEN,ZRH,8R,5456
4,DEN,NLU,UA,84
4,DFW,AGU,MQ,6853
4,DFW,AUA,AA,1133
4,DFW,BCN,AA,11761
4,DFW,BJX,AA,16188
4,DFW,BJX,VB,1823
4,DFW,BOG,AA,6179
4,DFW,BZE,AA,10787
4,DFW,CDG,AF,9724
4,DFW,CDG,AA,14306
4,DFW,CUN,AA,73917
4,DFW,CUN,NK,10974
4,DFW,CUN,F9,6105
4,DFW,CUU,MQ,6788
4,DFW,CZM,AA,9891
4,DFW,CZM,UA,161
4,DFW,DGO,MQ,3517
4,DFW,DOH,QR,36231
4,DFW,DUB,AA,12382
4,DFW,DXB,EK,14343
4,DFW,FCO,AA,14417
4,DFW,FCO,1BQ,700
4,DFW,FRA,LH,12163
4,DFW,FRA,AA,11274
4,DFW,GCM,AA,1174
4,DFW,GDL,AA,22805
4,DFW,GDL,Y4,8283
4,DFW,GRU,AA,15191
4,DFW,GUA,AA,10038
4,DFW,HEL,AY,7616
4,DFW,HND,JL,11662
4,DFW,HND,AA,13224
4,DFW,HUX,MQ,1325
4,DFW,ICN,KE,13750
4,DFW,ICN,AA,14337
4,DFW,IST,TK,14912
4,DFW,LHR,BA,21071
4,DFW,LHR,AA,51655
4,DFW,LIR,AA,8874
4,DFW,LTO,OO,68
4,DFW,MAD,IB,13530
4,DFW,MAD,AA,15094
4,DFW,MBJ,AA,10236
4,DFW,MEL,QF,3924
4,DFW,MEX,AA,32821
4,DFW,MEX,5D,4499
4,DFW,MEX,Y4,5309
4,DFW,MID,AA,5451
4,DFW,MLM,AA,6651
4,DFW,MTY,AA,13607
4,DFW,MTY,MQ,11460
4,DFW,MTY,VB,6937
4,DFW,MZT,AA,3322
4,DFW,NAS,AA,7017
4,DFW,NRT,AA,12813
4,DFW,OAX,AA,7504
4,DFW,PLS,AA,986
4,DFW,PUJ,AA,9253
4,DFW,PVG,AA,11394
4,DFW,PVR,AA,25558
4,DFW,RTB,AA,1299
4,DFW,SAL,LR,279
4,DFW,SAL,TA,7142
4,DFW,SAL,AA,8967
4,DFW,SAP,AA,151
4,DFW,SJD,AA,43920
4,DFW,SJO,AA,17209
4,DFW,SLP,AA,9752
4,DFW,SYD,QF,11620
4,DFW,TRC,MQ,3464
4,DFW,XPL,AA,975
4,DFW,YUL,AC,4761
4,DFW,YUL,AA,5102
4,DFW,YVR,AA,18024
4,DFW,YYC,AA,14457
4,DFW,YYC,VJT,2
4,DFW,YYZ,AC,10265
4,DFW,YYZ,AA,18893
4,DFW,YYZ,MQ,855
4,DFW,ZCL,MQ,1100
4,DFW,ZIH,MQ,339
4,DFW,ZLO,MQ,115
4,DFW,QRO,AA,20569
4,DFW,TQO,AA,11697
4,DPA,BCN,AOQ,13
4,DSM,MZT,VJT,2
4,DTW,AMM,RJ,5848
4,DTW,AMS,DL,42116
4,DTW,BMA,15Q,1
4,DTW,CDG,AF,14459
4,DTW,CDG,DL,14087
4,DTW,CUN,DL,24682
4,DTW,CUN,NK,6434
4,DTW,FRA,LH,11950
4,DTW,FRA,DL,9187
4,DTW,GDL,5D,37
4,DTW,HND,DL,13329
4,DTW,ICN,DL,15010
4,DTW,IST,TK,8677
4,DTW,KEF,FI,3892
4,DTW,LHR,DL,9698
4,DTW,MBJ,DL,6619
4,DTW,MEX,DL,9384
4,DTW,MTY,5D,3561
4,DTW,MUC,DL,2698
4,DTW,PUJ,DL,7161
4,DTW,PVG,DL,6580
4,DTW,PVR,DL,1983
4,DTW,SJD,DL,2308
4,DTW,YOW,AC,48
4,DTW,YUL,AC,53
4,DTW,YUL,DL,117
4,DTW,YUL,QK,1689
4,DTW,YUL,OO,3045
4,DTW,YUL,9E,7963
4,DTW,YVR,WS,762
4,DTW,YYC,WS,732
4,DTW,YYT,DL,246
4,DTW,YYZ,UA,68
4,DTW,YYZ,QK,6070
4,DTW,YYZ,OO,818
4,DTW,YYZ,9E,13707
4,DTW,YYZ,GCA,123
4,DTW,QRO,5D,3637
4,EGE,MAD,36Q,2
4,ELP,GUA,GCA,1484
4,EWR,ADD,ET,5887
4,EWR,AGP,VJT,7
4,EWR,AMS,UA,11789
4,EWR,ANU,UA,3739
4,EWR,ARN,SK,13725
4,EWR,ATH,UA,15532
4,EWR,ATH,EK,14740
4,EWR,AUA,UA,22022
4,EWR,AUA,B6,8244
4,EWR,BCN,UA,14883
4,EWR,BDA,UA,6572
4,EWR,BER,UA,12349
4,EWR,BGI,UA,7528
4,EWR,BOG,UA,7432
4,EWR,BOM,AI,5874
4,EWR,BON,UA,2157
4,EWR,BRU,UA,24716
4,EWR,BZE,UA,2007
4,EWR,CAI,MS,4169
4,EWR,CDG,AF,15416
4,EWR,CDG,UA,23074
4,EWR,CIA,VJT,8
4,EWR,CUN,UA,29607
4,EWR,CUN,B6,10203
4,EWR,CUN,VJT,6
4,EWR,CPH,SK,15297
4,EWR,CPT,UA,5329
4,EWR,CUR,UA,1740
4,EWR,DEL,AI,9242
4,EWR,DEL,UA,11976
4,EWR,DUB,EI,8430
4,EWR,DUB,UA,18824
4,EWR,DUB,36Q,7
4,EWR,DXB,UA,12213
4,EWR,EDI,UA,9675
4,EWR,FAB,VJT,2
4,EWR,FCO,UA,27399
4,EWR,FRA,LH,18456
4,EWR,FRA,UA,15991
4,EWR,GCM,UA,8238
4,EWR,GIB,VJT,3
4,EWR,GRU,UA,14458
4,EWR,GUA,UA,3905
4,EWR,GVA,UA,8061
4,EWR,HKG,VJT,1
4,EWR,HND,UA,12193
4,EWR,IST,TK,15637
4,EWR,JNB,UA,11066
4,EWR,KEF,FI,8821
4,EWR,LCA,VJT,3
4,EWR,LHR,BA,24565
4,EWR,LHR,UA,48262
4,EWR,LIM,UA,9150
4,EWR,LIR,UA,8254
4,EWR,LIS,TP,18173
4,EWR,LIS,UA,16963
4,EWR,LTN,VJT,2
4,EWR,MAD,UA,12234
4,EWR,MBJ,UA,19377
4,EWR,MBJ,B6,8121
4,EWR,MCT,UA,258
4,EWR,MEX,UA,14081
4,EWR,MUC,LH,14759
4,EWR,MUC,UA,10993
4,EWR,MUC,36Q,2
4,EWR,MXP,UA,14744
4,EWR,MXP,B0,2576
4,EWR,NAP,UA,6191
4,EWR,NAS,UA,17687
4,EWR,NAS,GCA,349
4,EWR,NCE,UA,6629
4,EWR,NCE,B0,76
4,EWR,NCE,27Q,17
4,EWR,NCE,36Q,3
4,EWR,NRT,UA,13175
4,EWR,OPO,TP,6253
4,EWR,OPO,UA,7941
4,EWR,ORY,B0,3841
4,EWR,ORY,BF,21500
4,EWR,OSL,SK,10695
4,EWR,PLS,UA,16083
4,EWR,POP,UA,9377
4,EWR,PTY,UA,18483
4,EWR,PUJ,UA,22034
4,EWR,PUJ,B6,8924
4,EWR,PVR,UA,1208
4,EWR,RZE,LO,245
4,EWR,SAL,UA,5024
4,EWR,SAP,UA,1178
4,EWR,SDQ,UA,29055
4,EWR,SDQ,B6,8071
4,EWR,SIN,SQ,8797
4,EWR,SJD,UA,2281
4,EWR,SJO,UA,19258
4,EWR,SKB,UA,1094
4,EWR,SNN,UA,4683
4,EWR,STI,UA,28909
4,EWR,STI,B6,7724
4,EWR,SXM,UA,7043
4,EWR,SXM,VJT,6
4,EWR,SXM,B0,37
4,EWR,TLC,VJT,2
4,EWR,TLV,LY,21245
4,EWR,TLV,UA,6498
4,EWR,TLV,VJT,3
4,EWR,TLV,36Q,4
4,EWR,UVF,UA,717
4,EWR,VCE,UA,4558
4,EWR,VIE,OS,11592
4,EWR,WAW,LO,5478
4,EWR,YHZ,QK,3820
4,EWR,YOW,AC,43
4,EWR,YOW,QK,1866
4,EWR,YOW,YX,10079
4,EWR,YQB,YX,7183
4,EWR,YQY,04Q,3
4,EWR,YUL,AC,360
4,EWR,YUL,DL,57
4,EWR,YUL,QK,11224
4,EWR,YUL,YX,11164
4,EWR,YVR,AC,15563
4,EWR,YVR,SY,80
4,EWR,YVR,QFX,2
4,EWR,YYC,AC,7305
4,EWR,YYZ,AC,151
4,EWR,YYZ,DL,129
4,EWR,YYZ,QK,23354
4,EWR,YYZ,YX,25509
4,EWR,YYZ,13Q,2
4,EWR,ZRH,UA,8532
4,EWR,ZRH,LX,10749
4,EWR,TQO,UA,8503
4,FAR,BIO,AOQ,9
4,FAR,TLN,IFQ,8
4,FAR,YVR,DL,128
4,FAT,BJX,Y4,3006
4,FAT,GDL,AM,3698
4,FAT,GDL,Y4,18600
4,FAT,MLM,Y4,4432
4,FBS,CXH,KAH,2
4,FBS,YWH,KAH,81
4,FLL,AUA,NK,5611
4,FLL,AXM,NK,3430
4,FLL,BAQ,NK,7890
4,FLL,BEL,AD,7436
4,FLL,BIM,3M,1032
4,FLL,BIM,2LQ,25
4,FLL,BOG,AV,3527
4,FLL,BOG,B6,5876
4,FLL,BOG,NK,9127
4,FLL,CUN,WN,6325
4,FLL,CUN,B6,13657
4,FLL,CUN,NK,18752
4,FLL,CLO,NK,8540
4,FLL,CTG,B6,99
4,FLL,CTG,NK,10477
4,FLL,CXY,2LQ,185
4,FLL,ELH,3M,3042
4,FLL,ELH,2LQ,12
4,FLL,FPO,3M,641
4,FLL,FPO,2LQ,20
4,FLL,FPO,IWQ,12
4,FLL,GCM,WN,5312
4,FLL,GGT,3M,1583
4,FLL,GGT,04Q,14
4,FLL,GHB,3M,185
4,FLL,GHC,2LQ,75
4,FLL,GUA,B6,281
4,FLL,GUA,NK,15553
4,FLL,GYE,B6,8102
4,FLL,GYE,NK,9417
4,FLL,HAV,WN,16716
4,FLL,KIN,B6,16934
4,FLL,KIN,NK,8015
4,FLL,LBG,VJT,2
4,FLL,LIM,B6,7200
4,FLL,MAO,AD,814
4,FLL,MAY,2LQ,16
4,FLL,MBJ,WN,9447
4,FLL,MBJ,DL,175
4,FLL,MBJ,B6,14735
4,FLL,MBJ,NK,9299
4,FLL,MDE,B6,7210
4,FLL,MDE,NK,17894
4,FLL,MGA,NK,8288
4,FLL,MHH,3M,3806
4,FLL,MHH,04Q,11
4,FLL,MHH,2LQ,3
4,FLL,MTY,SY,54
4,FLL,MTY,VB,73
4,FLL,NAP,VJT,2
4,FLL,NAS,WN,5053
4,FLL,NAS,B6,16294
4,FLL,NAS,04Q,12
4,FLL,NAS,2LQ,87
4,FLL,NAS,IWQ,4
4,FLL,NAS,WU,1343
4,FLL,NCE,VJT,2
4,FLL,NMC,2LQ,11
4,FLL,NSB,2LQ,1311
4,FLL,PLS,WN,6885
4,FLL,PLS,3M,98
4,FLL,POS,BW,4353
4,FLL,PTY,CM,6059
4,FLL,PUJ,WN,8889
4,FLL,PUJ,B6,7990
4,FLL,PUJ,NK,8950
4,FLL,RSD,2LQ,19
4,FLL,RUH,VJT,2
4,FLL,SAL,NK,8000
4,FLL,SAP,NK,6867
4,FLL,SAQ,2LQ,30
4,FLL,SDQ,B6,8134
4,FLL,SDQ,NK,18253
4,FLL,SJO,B6,8338
4,FLL,SJO,NK,18831
4,FLL,SML,IWQ,4
4,FLL,STI,B6,129
4,FLL,STI,NK,8003
4,FLL,SXM,NK,6575
4,FLL,SXM,27Q,3
4,FLL,TLC,VB,76
4,FLL,TLV,LY,1382
4,FLL,UIO,B6,7305
4,FLL,VCP,AD,9663
4,FLL,XPL,NK,6832
4,FLL,YAM,13Q,6
4,FLL,YHZ,TS,2580
4,FLL,YKF,07Q,3203
4,FLL,YOW,07Q,3374
4,FLL,YOW,PD,5152
4,FLL,YOW,RV,3203
4,FLL,YQB,TS,3010
4,FLL,YUL,AC,24061
4,FLL,YUL,TS,12864
4,FLL,YUL,07Q,8274
4,FLL,YUL,RV,21278
4,FLL,YYC,WS,3640
4,FLL,YYZ,AC,26098
4,FLL,YYZ,WS,15609
4,FLL,YYZ,07Q,18237
4,FLL,YYZ,PD,5845
4,FLL,YYZ,13Q,10
4,FLL,YYZ,RV,18101
4,FLL,BS3,2LQ,26
4,FLL,NLU,UA,68
4,FOK,AGP,SVW,1
4,FOK,LBG,SVW,5
4,FOK,LBG,VJT,5
4,FOK,LBG,25Q,2
4,FOK,YYZ,13Q,6
4,FRG,ELH,VJT,8
4,FRG,NAS,27Q,9
4,FRG,NAS,36Q,10
4,FRG,SVD,VJT,6
4,FRG,YOW,AC,49
4,FRG,YUL,AC,50
4,FTY,KLU,GCQ,10
4,FXE,ASD,3BQ,386
4,FXE,CCZ,3BQ,425
4,FXE,GGT,IWQ,2
4,FXE,NAS,04Q,20
4,FXE,NAS,13Q,10
4,FXE,NAS,IWQ,199
4,FXE,NMC,2LQ,8
4,FXE,PLS,13Q,9
4,FXE,SAQ,3BQ,735
4,FXE,SML,IWQ,4
4,FXE,TZN,3BQ,787
4,FXE,YAM,13Q,5
4,FXE,YHU,LF,15
4,FXE,YKF,13Q,5
4,FXE,YUL,LF,15
4,FXE,YYZ,13Q,49
4,FXE,TYM,3BQ,4
4,GRR,PUJ,UA,177
4,GSO,YYZ,QK,69
4,GSP,FPO,OH,76
4,GTF,SXF,WGT,1
4,GUM,FUK,UA,2703
4,GUM,ICN,KE,14342
4,GUM,ICN,LJ,10678
4,GUM,ICN,7C,20744
4,GUM,KIX,UA,5934
4,GUM,MNL,PR,6809
4,GUM,MNL,UA,8311
4,GUM,NGO,UA,3684
4,GUM,NRT,JL,5534
4,GUM,NRT,UA,20986
4,GUM,PNI,UA,317
4,GUM,PUS,LJ,4649
4,GUM,ROR,UA,3631
4,GUM,TKK,UA,4175
4,GUM,YAP,UA,866
4,GYY,YYZ,13Q,13
4,HNL,AKL,HA,388
4,HNL,AKL,NZ,5714
4,HNL,APW,FJ,732
4,HNL,BNE,VJT,6
4,HNL,CXI,FJ,519
4,HNL,FUK,HA,4577
4,HNL,HKG,VJT,1
4,HNL,HND,JL,19985
4,HNL,HND,HA,22685
4,HNL,HND,DL,6521
4,HNL,HND,NH,10316
4,HNL,ICN,KE,13108
4,HNL,ICN,HA,9006
4,HNL,ICN,OZ,10422
4,HNL,KIX,JL,6050
4,HNL,KIX,HA,11316
4,HNL,MAJ,UA,3821
4,HNL,MEL,JQ,4332
4,HNL,MNL,PR,9737
4,HNL,NAN,FJ,822
4,HNL,NGO,JL,4554
4,HNL,NRT,JL,3340
4,HNL,NRT,HA,9301
4,HNL,NRT,NH,26771
4,HNL,NRT,VJT,6
4,HNL,NRT,ZG,6701
4,HNL,PPT,HA,1521
4,HNL,PPT,VJT,16
4,HNL,RAR,HA,1063
4,HNL,SYD,QF,8674
4,HNL,SYD,HA,8573
4,HNL,SYD,AA,495
4,HNL,SYD,JQ,7338
4,HNL,SYD,VJT,5
4,HNL,YEG,WS,1262
4,HNL,YVR,AC,17025
4,HNL,YVR,WS,14937
4,HNL,YYC,WS,4461
4,HOU,BZE,WN,8020
4,HOU,CUN,WN,23231
4,HOU,CZM,WN,6178
4,HOU,LIR,WN,8528
4,HOU,MBJ,WN,2914
4,HOU,PUJ,WN,223
4,HOU,PVR,WN,8553
4,HOU,SJD,WN,13979
4,HOU,SJO,WN,9125
4,HOU,YEG,VJT,3
4,HOU,YYR,IFQ,2
4,HPN,CIA,VJT,11
4,HPN,FAB,LDQ,1
4,HPN,LIN,JCO,4
4,HPN,LTN,VJT,9
4,HPN,LTN,LDQ,1
4,HPN,LTN,JCO,2
4,HPN,LTN,LMQ,3
4,HPN,NAP,VJT,11
4,HPN,NAS,VJT,10
4,HPN,PLS,VJT,3
4,HPN,SKB,VJT,2
4,HPN,SNN,25Q,1
4,HPN,TLV,VJT,3
4,HPN,YYZ,DL,66
4,HRL,BOG,GCA,999
4,HRL,GUA,GCA,928
4,HRL,GYE,GCA,544
4,HRL,MGA,GCA,18
4,HRL,SAL,GCA,1222
4,HRL,SAP,GCA,1626
4,HVN,LTN,VJT,2
4,IAD,ACC,UA,5463
4,IAD,ADD,ET,15835
4,IAD,AMM,UA,2917
4,IAD,AMS,KL,13937
4,IAD,AMS,UA,10786
4,IAD,ANU,VJT,5
4,IAD,ATH,UA,6935
4,IAD,AUA,UA,8706
4,IAD,AUH,EY,12360
4,IAD,BCN,UA,11920
4,IAD,BGI,UA,694
4,IAD,BOG,AV,13599
4,IAD,BRU,UA,16401
4,IAD,BRU,SN,5022
4,IAD,BSL,LX,219
4,IAD,CAI,MS,5376
4,IAD,CAI,VJT,5
4,IAD,CDG,AF,21128
4,IAD,CDG,UA,13670
4,IAD,CGN,SVW,6
4,IAD,CUN,UA,17646
4,IAD,CMN,AT,6591
4,IAD,CPH,SK,12226
4,IAD,CPT,UA,6463
4,IAD,DEL,AI,9283
4,IAD,DOH,QR,26637
4,IAD,DUB,EI,17376
4,IAD,DUB,TK,345
4,IAD,DUB,UA,8335
4,IAD,DXB,EK,19840
4,IAD,EDI,UA,7978
4,IAD,FCO,AZ,5823
4,IAD,FCO,UA,13328
4,IAD,FRA,LH,13637
4,IAD,FRA,UA,28529
4,IAD,FRA,1HQ,3
4,IAD,GCM,UA,2543
4,IAD,GEO,VJT,15
4,IAD,GRU,UA,10347
4,IAD,GUA,LR,4508
4,IAD,GUA,TA,318
4,IAD,GUA,UA,4791
4,IAD,GVA,UA,7389
4,IAD,HND,NH,9936
4,IAD,HND,UA,11527
4,IAD,ICN,KE,13384
4,IAD,IST,TK,25628
4,IAD,JED,SV,7867
4,IAD,KEF,FI,8329
4,IAD,KEF,2AQ,4
4,IAD,KEF,OG,7845
4,IAD,LBG,1XQ,7
4,IAD,LBG,25Q,1
4,IAD,LCA,VJT,7
4,IAD,LFW,ET,5091
4,IAD,LGW,Z0,558
4,IAD,LHR,BA,24560
4,IAD,LHR,VS,10603
4,IAD,LHR,UA,21115
4,IAD,LIS,TP,11263
4,IAD,LIS,UA,11536
4,IAD,LOS,UA,4987
4,IAD,LTN,VJT,4
4,IAD,MAD,IB,7924
4,IAD,MAD,UA,6182
4,IAD,MBJ,UA,8003
4,IAD,MEX,UA,7702
4,IAD,MUC,LH,12616
4,IAD,MUC,UA,9341
4,IAD,NAS,UA,3726
4,IAD,OSL,VJT,6
4,IAD,PEK,CA,3605
4,IAD,PLS,UA,5157
4,IAD,PRG,VJT,6
4,IAD,PTY,CM,24488
4,IAD,PUJ,UA,17501
4,IAD,PVR,VJT,1
4,IAD,RUH,SV,3496
4,IAD,RUH,25Q,6
4,IAD,RZE,VJT,5
4,IAD,SAL,AV,340
4,IAD,SAL,TA,32055
4,IAD,SAL,UA,4119
4,IAD,SAL,Q6,285
4,IAD,SAL,N3,12598
4,IAD,SDQ,UA,172
4,IAD,SJO,UA,2193
4,IAD,SNN,VJT,4
4,IAD,SOF,X9,345
4,IAD,SXM,UA,2310
4,IAD,TFS,UA,235
4,IAD,UVF,UA,121
4,IAD,VIE,OS,9886
4,IAD,YOW,AC,43
4,IAD,YOW,G7,7306
4,IAD,YQX,2AQ,3
4,IAD,YUL,QK,2817
4,IAD,YUL,YX,7566
4,IAD,YVR,AC,4549
4,IAD,YYR,GCA,41
4,IAD,YYZ,DL,123
4,IAD,YYZ,UA,84
4,IAD,YYZ,QK,6723
4,IAD,YYZ,YX,14261
4,IAD,ZRH,UA,10129
4,IAD,ZRH,LX,8117
4,IAD,ZRH,0J,2
4,IAD,CSL,VJT,8
4,IAH,AGU,C5,5367
4,IAH,AKL,NZ,14575
4,IAH,AMS,KL,13040
4,IAH,AMS,UA,12382
4,IAH,AUA,UA,781
4,IAH,BJX,UA,5562
4,IAH,BJX,OO,6779
4,IAH,BJX,VB,3506
4,IAH,BOG,UA,15408
4,IAH,BON,UA,868
4,IAH,BZE,UA,12008
4,IAH,CDG,AF,14429
4,IAH,CUN,UA,45750
4,IAH,CUN,NK,4856
4,IAH,CUN,F9,4484
4,IAH,CZM,UA,6267
4,IAH,DOH,QR,18082
4,IAH,DXB,EK,18488
4,IAH,EZE,UA,13355
4,IAH,FRA,LH,17998
