Month,usg_apt,fg_apt,carrier,Total
1,ABI,MTY,MQ,76
1,ACY,YYZ,SY,171
1,AEX,BOG,09Q,542
1,AEX,GUA,09Q,884
1,AEX,GYE,09Q,17
1,AEX,KIN,09Q,61
1,AEX,LIM,09Q,32
1,AEX,MGA,09Q,298
1,AEX,SAL,09Q,483
1,AEX,SAP,09Q,1041
1,AFW,NKC,X9,184
1,AFW,OTP,X9,137
1,AFW,TIA,X9,49
1,AGS,BDA,DL,38
1,AGS,PUJ,DL,195
1,ALB,YQB,04Q,8
1,ALB,YYZ,UA,151
1,ANC,ACH,VJT,6
1,ANC,HKG,VJT,1
1,ANC,ICN,DL,264
1,ANC,PEK,VJT,3
1,ANC,USM,VJT,8
1,ANC,XSP,VJT,8
1,ANC,YXY,7H,40
1,APA,YYZ,HAQ,1
1,APF,YHM,HAQ,5
1,ATL,ADD,ET,5064
1,ATL,AMS,KL,29797
1,ATL,AMS,DL,34323
1,ATL,ANU,DL,1090
1,ATL,AUA,DL,16099
1,ATL,BCN,DL,7326
1,ATL,BDA,DL,1852
1,ATL,BOG,DL,22692
1,ATL,BON,DL,4289
1,ATL,BZE,DL,10442
1,ATL,CDG,AF,30638
1,ATL,CDG,DL,32132
1,ATL,CUN,WN,685
1,ATL,CUN,DL,62867
1,ATL,CUN,F9,10476
1,ATL,CPT,DL,10217
1,ATL,CTG,DL,3557
1,ATL,CUR,DL,1269
1,ATL,CZM,DL,7239
1,ATL,DOH,QR,20220
1,ATL,ELH,9E,2804
1,ATL,EZE,DL,13384
1,ATL,FCO,DL,13307
1,ATL,FRA,LH,9904
1,ATL,FRA,DL,10930
1,ATL,GBE,DL,298
1,ATL,GCM,DL,10869
1,ATL,GDL,DL,9779
1,ATL,GDL,5D,2527
1,ATL,GGT,9E,2962
1,ATL,GIG,DL,12105
1,ATL,GRU,DL,32613
1,ATL,GUA,DL,12371
1,ATL,GUA,F9,2366
1,ATL,HND,DL,12425
1,ATL,ICN,KE,20464
1,ATL,ICN,DL,16090
1,ATL,IST,TK,16712
1,ATL,JNB,DL,9522
1,ATL,KIN,DL,8282
1,ATL,LHR,BA,9643
1,ATL,LHR,VS,12328
1,ATL,LHR,DL,21077
1,ATL,LIM,DL,19525
1,ATL,LIM,LP,5293
1,ATL,LIR,DL,20410
1,ATL,LIR,F9,600
1,ATL,LOS,DL,13547
1,ATL,MAD,DL,2975
1,ATL,MAN,VS,7092
1,ATL,MBJ,DL,33717
1,ATL,MBJ,F9,4633
1,ATL,MEX,DL,43165
1,ATL,MHH,9E,2467
1,ATL,MTY,DL,7285
1,ATL,MTY,5D,2523
1,ATL,MUC,DL,7603
1,ATL,MXP,DL,2044
1,ATL,NAS,DL,27361
1,ATL,NAS,9E,65
1,ATL,PLS,DL,11758
1,ATL,PLS,24Q,2
1,ATL,PTY,CM,3627
1,ATL,PTY,DL,12998
1,ATL,PUJ,DL,33695
1,ATL,PUJ,F9,1270
1,ATL,PVR,DL,15186
1,ATL,RTB,DL,3669
1,ATL,SAL,DL,11156
1,ATL,SAL,F9,2498
1,ATL,SAP,DL,8715
1,ATL,SCL,DL,18629
1,ATL,SDQ,DL,9996
1,ATL,SDQ,F9,1764
1,ATL,SJD,DL,14766
1,ATL,SJO,DL,23049
1,ATL,SJO,F9,3713
1,ATL,SKB,DL,1037
1,ATL,SXM,DL,10813
1,ATL,UIO,DL,10775
1,ATL,UVF,DL,10333
1,ATL,YUL,DL,17113
1,ATL,YUL,QK,2296
1,ATL,YVR,WS,5395
1,ATL,YWG,WS,5922
1,ATL,YYC,WS,10567
1,ATL,YYZ,AC,1838
1,ATL,YYZ,DL,20284
1,ATL,YYZ,QK,7830
1,ATL,YYZ,9E,74
1,AUS,AMS,KL,4393
1,AUS,BZE,UA,28
1,AUS,CUN,WN,7329
1,AUS,CUN,AA,12827
1,AUS,CUN,VJT,8
1,AUS,CZM,WN,139
1,AUS,CZM,AA,153
1,AUS,CZM,MQ,98
1,AUS,DUB,VJT,2
1,AUS,FRA,LH,4482
1,AUS,GUA,UA,166
1,AUS,LHR,BA,12715
1,AUS,LHR,VS,1105
1,AUS,LHR,UA,259
1,AUS,LIR,WN,168
1,AUS,LIR,AA,2243
1,AUS,MEX,UA,123
1,AUS,MEX,5D,4888
1,AUS,NAS,VJT,6
1,AUS,PTY,CM,3971
1,AUS,PUJ,AA,525
1,AUS,PVR,WN,143
1,AUS,PVR,AA,2797
1,AUS,SJD,WN,1033
1,AUS,SJD,AA,5937
1,AUS,SJO,UA,165
1,AUS,YYZ,AC,1618
1,AUS,YYZ,RV,3771
1,BCT,BWE,36Q,6
1,BCT,FAB,VJT,1
1,BCT,FRA,VJT,1
1,BCT,GGT,VJT,8
1,BCT,OPO,VJT,10
1,BCT,SJO,VJT,7
1,BCT,ISL,AQX,1
1,BDL,DUB,EI,947
1,BDL,SDQ,0Q,6
1,BDL,YOW,QK,41
1,BDL,YYZ,QK,2009
1,BDL,YYZ,YX,23
1,BED,ANU,3FQ,4
1,BED,LBG,VJT,1
1,BED,SNN,IFQ,4
1,BED,YOW,AC,49
1,BED,YOW,09Q,51
1,BED,YUL,AC,51
1,BED,YYZ,AC,50
1,BED,YYZ,DL,111
1,BED,YYZ,04Q,4
1,BFI,DUB,VJT,5
1,BFI,LTN,36Q,2
1,BFI,NAS,VJT,10
1,BFI,YEG,AC,95
1,BFI,YEG,09Q,54
1,BFI,YLW,KAH,2
1,BFI,YVR,AC,95
1,BFI,YVR,09Q,160
1,BFI,YYC,KAH,4
1,BFI,YYJ,KAH,42
1,BFI,YYZ,AC,48
1,BGR,CGN,GJQ,2
1,BGR,DUB,GJQ,2
1,BGR,DUS,QFX,1
1,BGR,GOT,GJQ,1
1,BGR,KEF,24Q,2
1,BGR,KEF,GJQ,5
1,BGR,LBG,LDQ,4
1,BGR,LIN,VJT,2
1,BGR,YYT,GJQ,2
1,BGR,FMM,GJQ,2
1,IFP,YEG,SY,153
1,IFP,YWG,SY,308
1,IFP,YYC,SY,305
1,BLM,LTN,VJT,2
1,BNA,BJX,LF,22
1,BNA,CUN,WN,2308
1,BNA,CUN,AA,768
1,BNA,LHR,BA,7483
1,BNA,NAS,VJT,2
1,BNA,PVR,DL,95
1,BNA,YOW,09Q,51
1,BNA,YYZ,AC,4532
1,BNA,YYZ,RV,1768
1,BOS,AMD,VJT,9
1,BOS,AMS,KL,4997
1,BOS,AMS,DL,14062
1,BOS,AMS,B6,4660
1,BOS,AUA,DL,9308
1,BOS,AUA,B6,18002
1,BOS,BCN,IB,5833
1,BOS,BDA,B6,2294
1,BOS,BGI,B6,2103
1,BOS,BOG,AV,7275
1,BOS,CDG,AF,12944
1,BOS,CDG,DL,10531
1,BOS,CIW,2AQ,3
1,BOS,CUN,DL,10250
1,BOS,CUN,AA,1308
1,BOS,CUN,B6,11916
1,BOS,CMF,36Q,3
1,BOS,CMN,SWQ,8
1,BOS,CPH,SK,3957
1,BOS,DOH,AA,250
1,BOS,DOH,QR,16576
1,BOS,DUB,EI,15249
1,BOS,DUB,DL,2750
1,BOS,DUS,AOQ,1
1,BOS,DXB,EK,16817
1,BOS,EIS,VJT,7
1,BOS,FCO,AZ,1860
1,BOS,FCO,DL,1909
1,BOS,FRA,LH,10178
1,BOS,FRA,VJT,5
1,BOS,GCM,B6,952
1,BOS,GND,B6,830
1,BOS,GRU,JJ,7004
1,BOS,HKG,CX,10707
1,BOS,ICN,KE,14058
1,BOS,IST,TK,15252
1,BOS,JNB,UA,187
1,BOS,KEF,FI,10847
1,BOS,KEF,OG,7305
1,BOS,LGW,B6,816
1,BOS,LHR,BA,20833
1,BOS,LHR,VS,9357
1,BOS,LHR,DL,8457
1,BOS,LHR,AA,9570
1,BOS,LHR,B6,6128
1,BOS,LIR,B6,2171
1,BOS,LIS,TP,11405
1,BOS,LIS,DL,5532
1,BOS,LPL,VJT,18
1,BOS,LTN,VJT,5
1,BOS,LTN,IFQ,1
1,BOS,LTN,AOQ,3
1,BOS,LTN,JEQ,3
1,BOS,MAD,IB,7607
1,BOS,MBJ,DL,5150
1,BOS,MBJ,AA,227
1,BOS,MBJ,B6,2312
1,BOS,MUC,LH,11815
1,BOS,NAS,DL,3897
1,BOS,NAS,B6,1280
1,BOS,NRT,JL,7670
1,BOS,PDL,S4,6844
1,BOS,PLS,AA,1285
1,BOS,PLS,B6,2363
1,BOS,POP,B6,1929
1,BOS,PTY,CM,8683
1,BOS,PUJ,DL,10468
1,BOS,PUJ,AA,1309
1,BOS,PUJ,B6,3624
1,BOS,SAL,TA,3782
1,BOS,SDQ,B6,17886
1,BOS,SNN,EI,5006
1,BOS,SNN,DL,252
1,BOS,SNN,VJT,6
1,BOS,STI,B6,11390
1,BOS,SXM,B6,3401
1,BOS,SXM,VJT,5
1,BOS,TER,S4,834
1,BOS,TLV,LY,5189
1,BOS,UVF,B6,1578
1,BOS,YHZ,QK,2120
1,BOS,YOW,AC,103
1,BOS,YTZ,04Q,4
1,BOS,YUL,AC,1820
1,BOS,YUL,QK,6961
1,BOS,YUL,YX,48
1,BOS,YYZ,AC,11715
1,BOS,YYZ,DL,60
1,BOS,YYZ,QK,3009
1,BOS,YYZ,04Q,4
1,BOS,ZRH,LX,10942
1,BRO,GUA,09Q,132
1,BUF,YOW,AC,42
1,BUF,YOW,1EQ,47
1,BUF,YUL,AC,54
1,BUF,YYC,AC,41
1,BUR,TLC,3EQ,12
1,BUR,CSL,3FQ,2
1,BWI,AUA,WN,2258
1,BWI,CUN,WN,16159
1,BWI,CUN,NK,6551
1,BWI,CUN,F9,7511
1,BWI,GDL,AM,76
1,BWI,KEF,FI,4189
1,BWI,KEF,OG,8401
1,BWI,LHR,BA,7915
1,BWI,LIR,WN,1995
1,BWI,LTN,PTQ,5
1,BWI,MBJ,WN,19222
1,BWI,MHH,VJT,6
1,BWI,NAS,WN,942
1,BWI,PTY,CM,3879
1,BWI,PUJ,WN,11981
1,BWI,SJO,WN,2023
1,BWI,YYZ,QK,2779
1,RKH,PLS,LF,5
1,BZN,YHM,HAQ,16
1,CAK,USM,VJT,8
1,CHS,YYZ,DL,87
1,CLE,CUN,UA,2574
1,CLE,CUN,F9,6590
1,CLE,DUB,EI,1035
1,CLE,PUJ,F9,3534
1,CLE,YYZ,DL,52
1,CLE,YYZ,QK,1408
1,CLL,YYZ,YV,68
1,CLT,ANU,AA,1268
1,CLT,AUA,AA,15331
1,CLT,BDA,AA,4712
1,CLT,BGI,AA,5794
1,CLT,BZE,AA,7937
1,CLT,CUN,AA,45677
1,CLT,CUR,AA,8680
1,CLT,CZM,AA,1066
1,CLT,ELH,OH,1058
1,CLT,FCO,AA,149
1,CLT,FPO,OH,488
1,CLT,FRA,AA,6573
1,CLT,GCM,AA,14248
1,CLT,GDL,Y4,2494
1,CLT,GGT,AA,838
1,CLT,GGT,OH,678
1,CLT,GND,AA,850
1,CLT,LHR,AA,34484
1,CLT,LIR,AA,8815
1,CLT,MAD,AA,13146
1,CLT,MBJ,AA,32914
1,CLT,MEX,AA,8789
1,CLT,MHH,MQ,1222
1,CLT,MUC,LH,8024
1,CLT,MUC,AA,9538
1,CLT,NAS,AA,19573
1,CLT,NAS,04Q,1
1,CLT,PLS,AA,15249
1,CLT,POP,AA,8200
1,CLT,PUJ,AA,36208
1,CLT,SJD,AA,8227
1,CLT,SJO,AA,9401
1,CLT,SKB,AA,273
1,CLT,SXM,AA,6753
1,CLT,UVF,AA,7879
1,CLT,YUL,OH,8048
1,CLT,YYZ,QK,4047
1,CLT,YYZ,OH,16419
1,CMH,CUN,AA,1178
1,CMH,LIN,VJT,2
1,CMH,YEG,09Q,57
1,CMH,YVR,AC,46
1,CMH,YWG,09Q,98
1,CMH,YYZ,AC,46
1,CMH,YYZ,QK,2142
1,CPR,WAW,WGT,3
1,CPS,YVR,AC,44
1,CPS,YWG,DL,52
1,CRG,NAS,IWQ,3
1,CRP,SLP,UA,125
1,CRP,ZIH,YV,74
1,CVG,CDG,DL,3889
1,CVG,CUN,DL,1105
1,CVG,CUN,AA,521
1,CVG,CUN,F9,2444
1,CVG,CUN,VB,655
1,CVG,LHR,BA,4367
1,CVG,PVR,DL,144
1,CVG,SJD,DL,117
1,CVG,YYZ,QK,1939
1,DAB,ZRH,VJT,4
1,DAL,LTN,JCO,2
1,DAL,YHU,AC,52
1,DAL,CSL,2JQ,1205
1,DCA,NAS,AA,9725
1,DCA,YOW,QK,1738
1,DCA,YUL,QK,6257
1,DCA,YYZ,QK,8729
1,DCA,YYZ,OH,4144
1,DEN,AMS,DL,186
1,DEN,BZE,WN,1004
1,DEN,BZE,UA,2344
1,DEN,CUN,WN,9735
1,DEN,CUN,UA,37654
1,DEN,CUN,F9,11631
1,DEN,CUU,Y4,2402
1,DEN,CZM,UA,1461
1,DEN,FRA,LH,11331
1,DEN,FRA,UA,13493
1,DEN,GCM,KX,868
1,DEN,GDL,Y4,9181
1,DEN,INN,VJT,2
1,DEN,KEF,FI,1266
1,DEN,LHR,BA,11470
1,DEN,LHR,UA,11560
1,DEN,LIR,WN,1854
1,DEN,LIR,UA,9999
1,DEN,MBJ,UA,749
1,DEN,MEX,AM,18038
1,DEN,MEX,Y4,5297
1,DEN,MTY,VB,413
1,DEN,MUC,LH,12394
1,DEN,MUC,UA,4139
1,DEN,NAS,UA,992
1,DEN,NRT,UA,14007
1,DEN,OPO,VJT,2
1,DEN,PLS,VJT,8
1,DEN,PTY,CM,7525
1,DEN,PVR,WN,5248
1,DEN,PVR,UA,16767
1,DEN,PVR,F9,4840
1,DEN,RTB,UA,813
1,DEN,SJD,WN,7263
1,DEN,SJD,UA,16363
1,DEN,SJO,WN,1963
1,DEN,SJO,UA,2508
1,DEN,YEG,OO,7979
1,DEN,YUL,AC,4286
1,DEN,YVR,AC,10787
1,DEN,YVR,UA,17459
1,DEN,YYC,UA,17851
1,DEN,YYZ,AC,10522
1,DEN,YYZ,UA,9071
1,DEN,QRO,09Q,53
1,DET,YHM,HAQ,4
1,DFW,AGU,MQ,6852
1,DFW,AKL,AA,13731
1,DFW,AUA,AA,309
1,DFW,BJX,AA,18334
1,DFW,BJX,VB,2524
1,DFW,BOG,AA,7146
1,DFW,BZE,AA,10511
1,DFW,CDG,AF,7936
1,DFW,CDG,AA,11709
1,DFW,CUN,AA,76119
1,DFW,CUN,NK,14267
1,DFW,CUN,F9,3949
1,DFW,CUU,MQ,6753
1,DFW,CZM,AA,13999
1,DFW,DGO,AA,4847
1,DFW,DOH,QR,35685
1,DFW,DUB,AA,9611
1,DFW,DXB,EK,16966
1,DFW,EZE,AA,15934
1,DFW,FCO,AA,3240
1,DFW,FRA,LH,12350
1,DFW,FRA,AA,11887
1,DFW,GCM,AA,2685
1,DFW,GDL,AA,24905
1,DFW,GDL,Y4,12342
1,DFW,GRU,AA,16317
1,DFW,GUA,AA,18319
1,DFW,HEL,AY,6693
1,DFW,HND,JL,12244
1,DFW,HND,AA,10932
1,DFW,HUX,MQ,2583
1,DFW,ICN,KE,9286
1,DFW,ICN,AA,14876
1,DFW,IST,TK,16012
1,DFW,LHR,BA,17166
1,DFW,LHR,AA,41571
1,DFW,LIR,AA,9581
1,DFW,LTO,OO,977
1,DFW,MAD,IB,5313
1,DFW,MAD,AA,14584
1,DFW,MBJ,AA,15308
1,DFW,MEL,QF,4587
1,DFW,MEX,AA,35172
1,DFW,MEX,5D,4930
1,DFW,MEX,VB,1598
1,DFW,MEX,Y4,4083
1,DFW,MID,AA,6325
1,DFW,MID,09Q,91
1,DFW,MLM,AA,7515
1,DFW,MTY,AA,13726
1,DFW,MTY,MQ,10918
1,DFW,MTY,VB,10120
1,DFW,MZT,AA,2704
1,DFW,MZT,MQ,2925
1,DFW,NAS,AA,2563
1,DFW,NRT,AA,11742
1,DFW,OAX,AA,8225
1,DFW,PLS,AA,1204
1,DFW,PMI,VJT,2
1,DFW,PTY,AA,235
1,DFW,PUJ,AA,9277
1,DFW,PVG,AA,9951
1,DFW,PVR,AA,31833
1,DFW,RTB,AA,2135
1,DFW,SAL,TA,8485
1,DFW,SAL,AA,9394
1,DFW,SCL,AA,12809
1,DFW,SJD,AA,38405
1,DFW,SJO,AA,18981
1,DFW,SLP,AA,10249
1,DFW,SYD,QF,12032
1,DFW,TRC,MQ,4252
1,DFW,XPL,AA,1212
1,DFW,YUL,AC,1977
1,DFW,YUL,AA,1840
1,DFW,YUL,QK,2227
1,DFW,YVR,AA,18626
1,DFW,YYC,AA,14266
1,DFW,YYZ,AC,5701
1,DFW,YYZ,AA,10063
1,DFW,YYZ,MQ,7145
1,DFW,ZCL,MQ,2661
1,DFW,ZIH,MQ,4134
1,DFW,ZLO,MQ,1278
1,DFW,QRO,AA,21358
1,DFW,QRO,MQ,421
1,DSM,CUN,SY,360
1,DSM,PUJ,SY,355
1,DTW,AMM,RJ,6025
1,DTW,AMS,DL,37391
1,DTW,CDG,AF,7547
1,DTW,CDG,DL,10072
1,DTW,CUN,DL,30650
1,DTW,CUN,NK,8129
1,DTW,CUN,F9,6317
1,DTW,CPH,TK,271
1,DTW,FRA,LH,10501
1,DTW,FRA,DL,5741
1,DTW,HND,DL,9051
1,DTW,ICN,DL,15096
1,DTW,IST,TK,8982
1,DTW,LHR,DL,10424
1,DTW,MBJ,DL,9579
1,DTW,MEX,DL,9889
1,DTW,MTY,5D,3296
1,DTW,NAS,DL,34
1,DTW,NRT,DL,216
1,DTW,PUJ,DL,10373
1,DTW,PVG,DL,5557
1,DTW,PVR,DL,8020
1,DTW,SJD,DL,8819
1,DTW,YOW,AC,89
1,DTW,YUL,AC,53
1,DTW,YUL,QK,1765
1,DTW,YUL,OO,2655
1,DTW,YUL,9E,5219
1,DTW,YUL,07Q,93
1,DTW,YYZ,UA,101
1,DTW,YYZ,QK,3825
1,DTW,YYZ,OO,3658
1,DTW,YYZ,9E,9914
1,DTW,YYZ,09Q,51
1,DTW,YYZ,2AQ,2
1,DTW,QRO,5D,2405
1,EGE,GRU,VJT,8
1,EGE,PLS,VJT,7
1,ELP,GUA,X9,109
1,ELP,GUA,09Q,1573
1,ELP,MLM,09Q,136
1,EWR,ADD,ET,7543
1,EWR,AMS,UA,10267
1,EWR,ANU,UA,3102
1,EWR,ARN,SK,10873
1,EWR,ATH,EK,17534
1,EWR,ATH,IFQ,2
1,EWR,AUA,UA,19433
1,EWR,AUA,B6,7943
1,EWR,BCN,UA,11485
1,EWR,BER,UA,11510
1,EWR,BGI,UA,1250
1,EWR,BOG,UA,8959
1,EWR,BOM,AI,7807
1,EWR,BOM,UA,239
1,EWR,BON,UA,1852
1,EWR,BRU,UA,15391
1,EWR,BZE,UA,1639
1,EWR,CAI,MS,5448
1,EWR,CDG,AF,12931
1,EWR,CDG,UA,16494
1,EWR,CDG,ARQ,84
1,EWR,CUN,UA,34551
1,EWR,CUN,B6,7724
1,EWR,CPH,SK,10615
1,EWR,CPT,UA,5565
1,EWR,CUR,UA,916
1,EWR,DEL,AI,7085
1,EWR,DEL,UA,25816
1,EWR,DUB,EI,8254
1,EWR,DUB,UA,11184
1,EWR,DUB,36Q,3
1,EWR,DXB,UA,14130
1,EWR,EDI,UA,8722
1,EWR,EIS,VJT,10
1,EWR,FAB,VJT,2
1,EWR,FCO,UA,14110
1,EWR,FRA,LH,15522
1,EWR,FRA,UA,18164
1,EWR,GCM,UA,7341
1,EWR,GCM,36Q,6
1,EWR,GRU,UA,15218
1,EWR,GUA,UA,5770
1,EWR,GVA,UA,8225
1,EWR,HKG,VJT,1
1,EWR,HND,UA,10131
1,EWR,IST,TK,15828
1,EWR,JNB,UA,7370
1,EWR,KEF,FI,7595
1,EWR,LHR,BA,27372
1,EWR,LHR,UA,35798
1,EWR,LIM,UA,8397
1,EWR,LIR,UA,9403
1,EWR,LIS,TP,14875
1,EWR,LIS,UA,13102
1,EWR,LTN,VJT,5
1,EWR,LTN,36Q,4
1,EWR,MAD,UA,11323
1,EWR,MBJ,UA,17716
1,EWR,MBJ,B6,6241
1,EWR,MEX,UA,14417
1,EWR,MUC,LH,13272
1,EWR,MUC,UA,3560
1,EWR,MXP,UA,12574
1,EWR,MXP,B0,1434
1,EWR,NAS,UA,15620
1,EWR,NHT,VJT,1
1,EWR,NRT,UA,13073
1,EWR,OPO,TP,4615
1,EWR,ORY,B0,2925
1,EWR,OSL,SK,6502
1,EWR,PEK,VJT,3
1,EWR,PLS,UA,9847
1,EWR,POP,UA,8730
1,EWR,PTY,UA,15656
1,EWR,PUJ,UA,20761
1,EWR,PUJ,B6,9910
1,EWR,PVG,VJT,2
1,EWR,PVR,UA,2457
1,EWR,SAL,UA,6519
1,EWR,SAP,UA,1823
1,EWR,SDQ,UA,29531
1,EWR,SDQ,B6,13718
1,EWR,SIN,SQ,8993
1,EWR,SJD,UA,3256
1,EWR,SJO,UA,22885
1,EWR,SKB,UA,1013
1,EWR,STI,UA,28776
1,EWR,STI,B6,14332
1,EWR,STN,36Q,1
1,EWR,SXM,UA,7405
1,EWR,TLV,LY,28615
1,EWR,UVF,UA,926
1,EWR,VIE,OS,12574
1,EWR,WAW,LO,4436
1,EWR,YEG,AC,49
1,EWR,YHZ,UA,175
1,EWR,YHZ,QK,2817
1,EWR,YOW,AC,49
1,EWR,YOW,DL,51
1,EWR,YOW,QK,1254
1,EWR,YOW,YX,9794
1,EWR,YQB,YX,6877
1,EWR,YUL,AC,49
1,EWR,YUL,QK,9906
1,EWR,YUL,YX,6977
1,EWR,YVR,AC,10617
1,EWR,YYC,AC,5861
1,EWR,YYZ,DL,165
1,EWR,YYZ,UA,17
1,EWR,YYZ,QK,18536
1,EWR,YYZ,YX,22871
1,EWR,ZRH,UA,8718
1,EWR,ZRH,LX,10082
1,EWR,DWC,VJT,2
1,EWR,DSS,VJT,7
1,EYW,NAS,04Q,3
1,FAT,BJX,Y4,4333
1,FAT,GDL,AM,10372
1,FAT,GDL,Y4,20864
1,FAT,MLM,Y4,4622
1,FAT,SJD,AS,558
1,FCA,ALC,IFQ,2
1,FLL,AUA,NK,7893
1,FLL,AXA,VJT,2
1,FLL,AXM,NK,5332
1,FLL,BAQ,NK,9203
1,FLL,BCN,KFQ,4
1,FLL,BCN,JCO,11
1,FLL,BEL,AD,5971
1,FLL,BGA,NK,2246
1,FLL,BIM,3M,776
1,FLL,BOG,AV,6868
1,FLL,BOG,B6,7920
1,FLL,BOG,NK,10071
1,FLL,BUD,AOQ,2
1,FLL,CAP,NK,8128
1,FLL,CAT,IWQ,7
1,FLL,CUN,WN,5570
1,FLL,CUN,B6,12288
1,FLL,CUN,NK,16576
1,FLL,CLO,NK,10065
1,FLL,CNF,AD,6390
1,FLL,CTG,NK,11831
1,FLL,ELH,3M,2418
1,FLL,ELH,04Q,3
1,FLL,FPO,3M,780
1,FLL,GCM,WN,5248
1,FLL,GGT,3M,1478
1,FLL,GUA,NK,15083
1,FLL,GYE,B6,6293
1,FLL,GYE,NK,8641
1,FLL,HAV,WN,21153
1,FLL,KIN,B6,19350
1,FLL,KIN,NK,8050
1,FLL,LBA,AQB,4
1,FLL,LIM,B6,7680
1,FLL,LIM,NK,2984
1,FLL,LTN,VJT,1
1,FLL,LTN,JCO,9
1,FLL,LTN,AOQ,5
1,FLL,MAO,AD,3697
1,FLL,MBJ,WN,10054
1,FLL,MBJ,B6,17319
1,FLL,MBJ,NK,8473
1,FLL,MDE,B6,8558
1,FLL,MDE,NK,16251
1,FLL,MGA,NK,11518
1,FLL,MHH,3M,1446
1,FLL,MHH,04Q,6
1,FLL,NAS,WN,7699
1,FLL,NAS,B6,18008
1,FLL,NAS,04Q,8
1,FLL,NAS,2NQ,5
1,FLL,NAS,WU,933
1,FLL,PAP,B6,6195
1,FLL,PAP,NK,8689
1,FLL,PDL,AOQ,4
1,FLL,PLS,WN,6549
1,FLL,PLS,3M,258
1,FLL,POS,BW,4793
1,FLL,PTY,CM,5807
1,FLL,PUJ,WN,9434
1,FLL,PUJ,B6,7985
1,FLL,PUJ,NK,8256
1,FLL,REC,AD,4239
1,FLL,SAL,NK,8268
1,FLL,SAP,NK,9168
1,FLL,SDQ,B6,8144
1,FLL,SDQ,NK,20484
1,FLL,SJO,WN,173
1,FLL,SJO,AA,170
1,FLL,SJO,B6,13239
1,FLL,SJO,NK,24383
1,FLL,SML,IWQ,18
1,FLL,STI,B6,151
1,FLL,STI,NK,8934
1,FLL,SXM,B6,120
1,FLL,SXM,NK,7139
1,FLL,UIO,B6,6138
1,FLL,VCP,AD,16704
1,FLL,XPL,NK,9185
1,FLL,YHZ,TS,561
1,FLL,YKF,07Q,3070
1,FLL,YOW,07Q,4593
1,FLL,YOW,PD,6522
1,FLL,YOW,RV,4450
1,FLL,YQB,TS,6703
1,FLL,YUL,AC,32494
1,FLL,YUL,TS,17783
1,FLL,YUL,07Q,6090
1,FLL,YUL,RV,21510
1,FLL,YUL,2AQ,1
1,FLL,YYC,WS,5279
1,FLL,YYZ,AC,30405
1,FLL,YYZ,WS,19096
1,FLL,YYZ,07Q,19244
1,FLL,YYZ,09Q,51
1,FLL,YYZ,PD,6997
1,FLL,YYZ,RV,19648
1,FOK,AGP,SVW,2
1,FOK,LBG,VJT,6
1,FPR,MHH,GWQ,7
1,FPR,NAS,04Q,4
1,FRD,YYJ,KAH,107
1,FRG,SVD,VJT,4
1,FRG,SXM,GCQ,4
1,FRG,YHU,09Q,76
1,FRG,YYZ,AC,45
1,FXE,ASD,3BQ,289
1,FXE,CAT,IWQ,4
1,FXE,CCZ,3BQ,272
1,FXE,CUN,3FQ,8
1,FXE,NAS,IWQ,210
1,FXE,RSD,IWQ,1
1,FXE,SAQ,3BQ,344
1,FXE,SML,IWQ,5
1,FXE,TZN,3BQ,530
1,FXE,YMX,NLQ,8
1,FXE,TYM,3BQ,318
1,GRI,CUN,SY,340
1,GSP,MAD,GEQ,8
1,GTF,LBG,VJT,6
1,GTF,SNN,VJT,7
1,GUM,FUK,UA,3370
1,GUM,ICN,KE,25979
1,GUM,ICN,LJ,22546
1,GUM,ICN,7C,21524
1,GUM,KIX,UA,7886
1,GUM,MNL,PR,8827
1,GUM,MNL,UA,8786
1,GUM,NGO,UA,6496
1,GUM,NRT,JL,7759
1,GUM,NRT,UA,26953
1,GUM,PNI,UA,217
1,GUM,PUS,LJ,10248
1,GUM,PUS,7C,5347
1,GUM,ROR,UA,4228
1,GUM,TKK,UA,3688
1,GUM,YAP,UA,969
1,HNL,AKL,HA,6024
1,HNL,AKL,NZ,5171
1,HNL,AKL,VJT,5
1,HNL,APW,FJ,880
1,HNL,CXI,FJ,817
1,HNL,FUK,HA,3948
1,HNL,HND,JL,20131
1,HNL,HND,HA,19914
1,HNL,HND,DL,7511
1,HNL,HND,NH,9274
1,HNL,ICN,KE,18111
1,HNL,ICN,HA,9625
1,HNL,ICN,OZ,11264
1,HNL,KIX,JL,7042
1,HNL,KIX,HA,11699
1,HNL,MAJ,UA,2965
1,HNL,MEL,JQ,5094
1,HNL,MEL,VJT,3
1,HNL,MNL,PR,10494
1,HNL,NAN,FJ,891
1,HNL,NGO,JL,4759
1,HNL,NRT,JL,8767
1,HNL,NRT,HA,8792
1,HNL,NRT,NH,31244
1,HNL,NRT,ZG,8154
1,HNL,PPT,HA,1316
1,HNL,RAR,HA,856
1,HNL,SYD,QF,14008
1,HNL,SYD,HA,11997
1,HNL,SYD,AA,259
1,HNL,SYD,JQ,7705
1,HNL,SYD,VJT,2
1,HNL,TSA,VJT,5
1,HNL,YEG,WS,1674
1,HNL,YVR,AC,19467
1,HNL,YVR,WS,16086
1,HNL,YVR,VJT,2
1,HNL,YYC,WS,7557
1,HNL,YYZ,AC,4070
1,HOU,BZE,WN,8345
1,HOU,CUN,WN,22994
1,HOU,CTA,XQQ,5
1,HOU,CZM,WN,5050
